R,F,M,C,L
-0.90467876,0.55039054,-0.37149987,-0.5670277,-1.3831983
0.4234703,-0.46934626,-0.33666667,-1.1531961,1.4897616
-0.94589716,-0.2993901,-0.41521767,0.3511182,-1.2270225
-0.08031038,-0.6393024,-0.44807652,1.2344251,1.0043808
0.9364106,-0.5259983,-0.46450594,1.7585373,-0.9348952
0.29523522,-0.2993901,-0.3526025,-0.9141424,1.3066202
-0.86346036,-0.35604215,-0.37932676,-0.43922544,0.5616955
-0.8771998,-0.35604215,-0.34717304,-1.0063323,0.25496185
-0.9092586,-0.24273807,-0.35951272,-0.8141954,-0.98770285
-0.63904893,-0.41269422,-0.43175286,0.7297341,0.43248537
-0.9825358,-0.35604215,-0.42431378,0.5325115,-1.1416315
-0.25892353,-0.58265036,-0.43499643,0.8122363,-0.34052846
1.3394351,-0.46934626,-0.40301898,0.021257445,-0.6000723
1.1883008,-0.58265036,-0.38951582,-0.26654175,-1.2820773
0.7257387,-0.5259983,-0.38313445,-0.40460443,-1.3809512
-0.9596367,-0.35604215,-0.38553187,-0.3580645,1.1886457
-0.33678055,-0.24273807,-0.34491664,-1.0848726,-0.6068137
-0.19938582,-0.41269422,-0.34237817,-1.1389405,0.25383827
0.92267114,-0.35604215,-0.35785568,-0.89193386,-1.1303958
-0.7901832,-0.12943397,-0.34946468,-1.0377446,-0.47872716
-0.455856,-0.41269422,-0.43707657,0.7860243,-1.0292748
1.366914,-0.35604215,-0.42667595,0.4906547,-0.4573794
-0.80392265,-0.12943397,-0.34650317,-1.1249257,-1.0011857
-0.99169546,-0.5259983,-0.4387336,0.7906769,-0.79220223
0.17615978,-0.46934626,-0.46387133,1.541665,-0.40794244
0.6249826,-0.35604215,-0.34625638,-1.1531961,1.4740316
-0.36425948,-0.41269422,-0.3509807,-1.078942,-0.45288512
0.22653785,-0.46934626,-0.46193224,1.4594357,-1.3888161
0.9364106,-0.35604215,-0.3851793,-0.48666298,-1.176462
-0.6665279,-0.46934626,-0.41246766,0.08659454,-0.81242645
-0.8543007,-0.2993901,-0.36554155,-0.8637385,2.0009844
-0.57493144,-0.5259983,-0.45361176,1.1530129,-1.2809538
-0.9642165,1.9100397,-0.41366637,0.012736001,1.9841309
-0.8588805,-0.5259983,-0.45216623,1.0163921,0.8414636
-0.88635945,-0.46934626,-0.38087803,-0.6717238,-0.22929537
1.1562423,-0.46934626,-0.4196247,0.1288734,-0.7236647
-0.89551914,-0.2993901,-0.46577516,1.4195095,0.5392242
0.17157996,-0.41269422,-0.46739694,1.4569004,-0.87646973
1.1241834,-0.58265036,-0.43901566,0.59384364,-1.2214047
-0.007033192,-0.35604215,-0.38570815,-0.61949897,1.2841488
0.8860326,-0.46934626,-0.3830992,-0.67021245,1.5021207
-0.04825161,-0.41269422,-0.42508942,0.23202488,0.7650611
-0.950477,-0.2993901,-0.36596462,-0.99235636,-0.8371449
1.1837211,-0.35604215,-0.43619514,0.49393833,-1.176462
-0.99169546,-0.41269422,-0.42371443,0.17717662,-0.7528774
-0.9871156,-0.5259983,-0.44116628,0.622961,1.1066253
-0.47417527,-0.46934626,-0.39797732,-0.44218,-0.058513243
-0.9596367,-0.35604215,-0.4356663,0.39208364,-1.2528646
-0.05741126,-0.5259983,-0.47374308,1.5370125,1.0448291
-0.21312529,-0.35604215,-0.3703364,-0.99183506,-1.1989334
-0.99169546,-0.46934626,-0.4112337,-0.2109264,-0.53939974
1.0280071,-0.46934626,-0.40643886,-0.32825437,-0.4068189
0.64330184,-0.58265036,-0.45812455,0.9832053,-0.22704823
1.6737623,-0.35604215,-0.36342618,-1.1531961,0.7976445
-0.75354457,-0.46934626,-0.47621104,1.5487099,-1.2966837
-0.6482086,-0.41269422,-0.38715366,-0.7604155,-0.7809666
2.2050219,-0.6393024,-0.38182995,-0.86202306,-0.98657924
0.56086504,-0.2993901,-0.40319526,-0.45060426,0.021259988
1.1562423,-0.6393024,-0.3823588,-0.86202306,-1.2685945
-0.90467876,-0.46934626,-0.37417933,-1.0133687,1.6661615
-0.77644366,-0.41269422,-0.41609907,-0.18782721,-0.9348952
1.3852334,-0.58265036,-0.45156687,0.70000106,-1.2337639
-0.94589716,-0.5259983,-0.4334099,0.20767957,1.0347171
-0.6024104,-0.35604215,-0.36772746,-1.1448566,1.1830279
-0.8176621,-0.35604215,-0.37336844,-1.0525063,-1.0618582
-1.0054349,-0.41269422,-0.4229388,-0.066676915,0.8392165
-0.25892353,-0.072781935,-0.43619514,0.2547464,-0.9652315
-0.94589716,0.49373853,-0.39822412,-0.61320174,-1.386569
-0.2864025,-0.5259983,-0.4706758,1.2344251,0.5583248
0.08914312,-0.35604215,-0.4530124,0.68425775,-1.1135423
-0.50623405,-0.46934626,-0.43795797,0.26105264,1.5965004
1.289057,-0.35604215,-0.48692894,1.7585373,1.6717794
-0.9092586,-0.35604215,-0.4693008,1.1345948,-1.3157843
0.20363873,-0.41269422,-0.39981067,-0.64282304,1.0706712
1.5455272,-0.58265036,-0.48749304,1.7585373,-1.1360136
-0.48791474,-0.35604215,-0.4470541,0.4573735,0.38866627
1.7241404,-0.58265036,-0.38338125,-0.95908076,-0.9652315
-0.5199735,-0.5259983,-0.39441645,-0.75839883,0.09429181
0.006706281,-0.41269422,-0.44790024,0.46938685,1.0875247
-0.14442793,-0.41269422,-0.4738136,1.2381669,1.1549387
0.17157996,-0.58265036,-0.47980717,1.4412223,-0.58546597
1.9622912,-0.6393024,-0.48971418,1.7585373,-0.4135603
-0.26350334,-0.46934626,-0.4231856,-0.21081324,-1.057364
-0.6665279,-0.2993901,-0.47941935,1.3765476,-1.3157843
-0.9321577,-0.35604215,-0.45625597,0.6245813,0.8920241
-0.6665279,-0.5259983,-0.41853175,-0.33907434,0.31226373
-0.9229981,-0.58265036,-0.37692934,-1.1531961,-0.08323171
0.11204224,-0.46934626,-0.460522,0.7237598,-0.70456403
0.034185227,-0.58265036,-0.39593247,-0.8197359,-0.40906602
-0.35967967,-0.6393024,-0.48312125,1.4574752,-1.3247728
-0.29556212,0.21047829,-0.38352227,-1.0503675,1.2953845
0.07998347,-0.46934626,-0.47145143,1.0504737,0.8830356
-0.35052,-0.016129887,-0.41814393,-0.374795,1.4425718
-0.75354457,-0.5259983,-0.4776918,1.2344251,0.5751783
-0.9229981,-0.24273807,-0.39628503,-0.8523583,1.5436927
0.7761168,-0.46934626,-0.4129965,-0.5197838,0.60776174
-0.6527884,-0.2993901,-0.42667595,-0.22304524,-0.18547627
-0.9596367,-0.2993901,-0.47554117,1.1262267,-0.03267121
-0.79476297,-0.5259983,-0.475929,1.1343045,-1.3472441
0.6936799,-0.24273807,-0.3918075,-0.95602274,-0.5798482
-0.12610863,-0.24273807,-0.3888812,-1.0108446,-0.47310933
-0.6985867,-0.2993901,-0.38627225,-1.0613555,-0.23266606
-0.67568755,-0.58265036,-0.42991954,-0.17805897,-0.12368011
1.4401913,-0.41269422,-0.38168892,-1.1531961,-0.8461334
-0.6436288,-0.58265036,-0.4797014,1.2344251,1.159433
1.3577543,-0.6393024,-0.49415648,1.7585373,-1.142755
-1.0008551,-0.46934626,-0.41726252,-0.48280942,1.776271
1.3623343,-0.46934626,-0.49514365,1.7585373,-1.15062
1.316536,-0.5259983,-0.47384885,0.98389256,-0.5955781
-0.73522526,-0.18608603,-0.45103803,0.2896236,-0.9719729
-0.84514105,-0.5259983,-0.44116628,0.026055835,-1.1753385
0.29981503,-0.5259983,-0.48689368,1.3894016,-1.1079245
-0.6665279,-0.41269422,-0.4110574,-0.68319285,0.62461525
1.2295194,-0.5259983,-0.49708274,1.7585373,-0.8427627
-0.8497209,-0.41269422,-0.4367945,-0.11072879,0.41787902
-0.25434372,-0.46934626,-0.4053459,-0.8030804,0.8526993
0.57002467,-0.41269422,-0.38658956,-1.1531961,-1.0742174
-0.7031665,-0.58265036,-0.41796765,-0.55143774,-0.83602136
-0.08489021,0.04052216,-0.39335877,-1.0449533,-0.74388885
2.2325008,-0.58265036,-0.4231856,-0.4528924,1.7537997
0.66162115,-0.41269422,-0.45569187,0.35101756,-1.194439
-0.86346036,-0.12943397,-0.3909966,-1.0998627,-1.3101665
0.46926853,-0.41269422,-0.42092916,-0.52963257,1.8818862
1.0417466,-0.18608603,-0.3896216,-1.1531961,0.80663306
-0.99169546,-0.18608603,-0.4424355,-0.04422404,1.3223501
-0.41921738,-0.072781935,-0.45717263,0.3415041,-0.551759
0.025025578,-0.5259983,-0.40576896,-0.86202306,1.2717897
0.78069663,-0.41269422,-0.3902562,-1.1531961,0.7852853
-0.4008981,-0.41269422,-0.43658295,-0.19696234,-1.3157843
0.9089317,-0.5259983,-0.42731056,-0.41371942,-1.098936
-0.4008981,-0.41269422,-0.48650587,1.2556597,-1.0079271
0.26317644,-0.46934626,-0.40524012,-0.8818317,1.9223347
-0.31846124,-0.46934626,-0.45100278,0.155461,0.6661872
-0.99169546,-0.5259983,-0.43101248,-0.36702815,-0.6292851
-0.5382928,-0.46934626,-0.48710522,1.2344251,-0.577601
1.3898132,-0.6393024,-0.40569845,-0.9043505,-1.2326404
-0.11236915,-0.2993901,-0.47614053,0.8301192,1.506615
-0.79476297,-0.35604215,-0.4483233,0.018282056,1.9009869
1.6462834,-0.46934626,-0.4890443,1.2575938,0.45383313
-0.42837703,-0.5259983,-0.49493212,1.4674371,0.28866884
-0.8909393,-0.35604215,-0.39935234,-1.0609493,-0.90006465
0.020445755,-0.41269422,-0.43647718,-0.287668,1.2144877
-1.0008551,-0.2993901,-0.43439707,-0.34818518,-0.6225437
-0.30472177,-0.46934626,-0.44151884,-0.18984112,0.2695682
-0.54745245,-0.5259983,-0.4356663,-0.33039948,0.65158087
-0.9642165,-0.35604215,-0.4600284,0.28925774,1.3942584
-0.47417527,-0.5259983,-0.49457955,1.4047846,0.5684369
-1.0008551,-0.41269422,-0.42159906,-0.65926266,0.29316312
1.4218719,-0.46934626,-0.504134,1.7585373,0.019012854
-0.77644366,-0.58265036,-0.4360541,-0.3573224,-0.6281615
-0.91383845,-0.41269422,-0.4541406,0.0940351,-1.0180391
0.07998347,-0.46934626,-0.44733614,-0.09555542,-1.2685945
-0.78560334,-0.2993901,-0.4551983,0.10148398,-1.1787091
0.057084348,-0.46934626,-0.42829773,-0.556434,0.451586
-0.47417527,-0.46934626,-0.47303796,0.6094315,0.77067894
-0.87262,-0.58265036,-0.49665967,1.4091296,1.7111042
-0.043671787,-0.46934626,-0.45135534,-0.0234095,-0.32816923
0.26775628,-0.5259983,-0.5031116,1.6345206,-0.4573794
-0.22228494,-0.35604215,-0.4771982,0.7053625,1.6358252
0.8264949,-0.46934626,-0.4005863,-1.1531961,-1.0045563
-0.2864025,-0.41269422,-0.43457335,-0.4626655,0.62461525
0.14410101,-0.5259983,-0.49778786,1.3996439,-0.06525464
-0.094049856,-0.5259983,-0.41588753,-0.877102,0.83584577
0.39141154,-0.12943397,-0.4020318,-1.1531961,1.7448112
-0.56577176,-0.35604215,-0.46725592,0.3574494,-0.75737166
-0.21770512,-0.58265036,-0.49888083,1.4091296,1.2021285
-0.1398481,-0.41269422,-0.4877751,0.9959441,0.5684369
0.47384837,-0.41269422,-0.44250602,-0.31388837,0.52798855
-0.97337615,-0.41269422,-0.47917256,0.69786847,0.96168524
-0.47875512,-0.46934626,-0.43154132,-0.57816696,1.6380724
0.63872206,-0.41269422,-0.4322112,-0.568053,0.5740548
0.4417896,-0.58265036,-0.50092566,1.4524117,-0.8877054
2.1546438,-0.6393024,-0.5086468,1.7585373,-0.5483883
-0.15358756,-0.24273807,-0.46774954,0.33025718,1.6818914
-0.22686476,-0.41269422,-0.49383917,1.1657933,1.0032572
-0.39631826,-0.6393024,-0.4186375,-0.8958395,0.94820243
0.2906554,-0.5259983,-0.4681726,0.29480726,0.47630447
1.5638465,-0.58265036,-0.5105154,1.7585373,-0.33378705
-0.14442793,-0.46934626,-0.50603783,1.5741242,-1.3809512
-0.6848472,-0.12943397,-0.42681697,-0.7550187,0.4650688
-0.99169546,-0.35604215,-0.4904193,0.9791053,0.44035032
-0.9825358,-0.35604215,-0.44698358,-0.31784675,-0.5158048
2.200442,-0.58265036,-0.48869175,0.8381255,-0.82815635
-0.14442793,-0.5259983,-0.47807962,0.4862881,-0.40457177
-0.15358756,-0.35604215,-0.46098033,-0.010382625,0.4920344
-0.4604358,0.4370865,-0.41412473,-1.0885748,-0.7495067
-0.14442793,-0.46934626,-0.5074481,1.5084727,-1.4101639
-0.29556212,-0.5259983,-0.49274623,0.94528884,-1.3202785
0.23111768,-0.5259983,-0.495743,1.0312489,0.5223707
0.8035957,-0.46934626,-0.41229138,-1.1531961,0.6718051
-0.8176621,-0.46934626,-0.47000593,0.19742677,-0.5506354
-0.7031665,-0.5259983,-0.44472718,-0.4665267,1.3257208
-0.5199735,-0.6393024,-0.50215966,1.2344251,1.3818991
1.5363675,-0.6393024,-0.515416,1.7585373,-0.17311704
-0.99169546,-0.41269422,-0.47222707,0.2258325,-0.7236647
-0.8405612,-0.58265036,-0.50290006,1.2344251,1.5987475
0.405151,-0.6393024,-0.46041623,-0.1340897,-1.2787066
-0.79476297,-0.5259983,-0.48128793,0.43361622,-0.74838316
-0.39173844,-0.5259983,-0.5128071,1.5449771,-1.4034225
0.102882594,-0.46934626,-0.43527848,-0.79211944,1.335833
-0.95505685,-0.5259983,-0.5107269,1.4492266,-0.98320854
-0.08947003,-0.35604215,-0.44620794,-0.5497113,1.3481921
0.9684694,-0.41269422,-0.47402513,0.18118013,-0.47760358
-0.97337615,-0.5259983,-0.46859568,0.013468394,0.54371846
-0.97795594,-0.46934626,-0.4450445,-0.59020877,-0.019188412
0.39599136,-0.46934626,-0.5017718,1.0771279,0.07743832
0.83107466,-0.46934626,-0.48372063,0.45518604,0.586414
1.5592667,-0.5259983,-0.507025,1.2363662,0.51338214
0.4234703,-0.46934626,-0.4202593,-1.1531961,-1.0202862
-0.13526827,-0.5259983,-0.42565352,-1.0512853,-0.8000672
0.9730492,-0.5259983,-0.42917916,-0.9941648,1.3189794
-0.8909393,-0.12943397,-0.45096752,-0.51261467,-1.4022989
-0.99627525,-0.46934626,-0.48710522,0.49629515,-0.9045589
-0.9000989,-0.2993901,-0.5098808,1.3071424,-0.678722
0.9547299,-0.46934626,-0.42184585,-1.1531961,1.3920113
-0.17190687,-0.5259983,-0.51664996,1.5796238,1.1324674
-0.011613016,-0.35604215,-0.4278394,-1.0455122,1.7009921
-0.82224196,-0.41269422,-0.5021949,0.9925667,-1.2124162
-0.9642165,-0.46934626,-0.4883392,0.49866173,0.941461
-0.50623405,-0.46934626,-0.46993542,-0.059380062,0.02350712
-0.67568755,-0.5259983,-0.44240025,-0.7491665,0.99539226
-0.41921738,-0.41269422,-0.5019481,0.9371666,-1.4067931
-0.5108139,-0.2993901,-0.5173551,1.5168233,-1.3506148
0.9959484,-0.5259983,-0.4255125,-1.1531961,-1.0247805
-0.91383845,-0.41269422,-0.51273656,1.2911637,-0.97983783
-0.71232617,-0.58265036,-0.5040988,0.957995,0.26057968
-0.97795594,-0.46934626,-0.49056032,0.46759507,-0.68883413
1.7699386,-0.41269422,-0.42713428,-1.1531961,1.9077283
0.15326066,-0.5259983,-0.52190316,1.6471004,1.454931
0.35935277,-0.46934626,-0.49722376,0.67870057,-1.025904
-0.71690595,-0.41269422,-0.5141468,1.3014984,-1.243876
-0.8314016,-0.41269422,-0.469054,-0.19831882,1.1616801
-0.95505685,-0.24273807,-0.44247076,-0.8510094,-1.184327
-0.31846124,-0.5259983,-0.48410845,0.23362988,0.44259748
-0.27724284,-0.072781935,-0.4686662,-0.21584627,-0.9955678
-0.80850244,-0.41269422,-0.443881,-0.8327447,0.0044064876
-0.9871156,-0.35604215,-0.5094577,1.0854952,1.0178635
0.57918435,-0.35604215,-0.5257461,1.7585373,-0.35738197
-0.41921738,-0.5259983,-0.5158038,1.3258021,0.59540254
2.1546438,-0.58265036,-0.45223674,-0.6596584,-0.12817438
1.6966614,-0.58265036,-0.43901566,-0.95908076,-0.23041894
-0.59783053,-0.35604215,-0.5240538,1.6276278,-0.38659468
-0.6619481,-0.46934626,-0.47751552,-0.046618376,-0.17536417
-0.533713,-0.58265036,-0.52620447,1.7069526,0.9335961
-0.48791474,-0.18608603,-0.43700606,-1.0462356,-1.1045537
-0.99169546,-0.58265036,-0.5191532,1.3939937,0.7909031
-0.89551914,-0.46934626,-0.5153455,1.2344251,-0.66636276
-0.24518406,-0.5259983,-0.52472365,1.6273661,0.84820503
-0.80392265,-0.58265036,-0.52207947,1.5036757,0.4954051
-0.9825358,-0.41269422,-0.51975256,1.396706,0.6167503
1.4539307,-0.41269422,-0.49242893,0.37712058,-0.56299466
-0.061991084,-0.46934626,-0.45223674,-0.7531853,1.8661563
-0.5016542,-0.2993901,-0.45484573,-0.7012236,-0.8787169
-0.10778933,-0.58265036,-0.52472365,1.5605413,1.1717921
-0.7306454,-0.5259983,-0.44814703,-0.85933506,-0.75737166
-0.97337615,-0.35604215,-0.47088733,-0.2985435,-0.45850295
-0.5611919,-0.46934626,-0.4453618,-0.9239849,-1.1865741
-0.3871586,-0.18608603,-0.49877506,0.5389725,-1.3303907
0.29981503,-0.5259983,-0.4835796,0.049391054,-0.96410793
-0.5611919,-0.46934626,-0.5076596,0.85140234,-1.0135449
-1.0054349,-0.46934626,-0.512384,1.0276362,0.77404964
-0.94589716,-0.5259983,-0.46521106,-0.46558812,-0.7731016
-0.47417527,-0.5259983,-0.5270506,1.6257728,-0.6966991
1.966871,-0.6393024,-0.53015316,1.7585373,1.5032444
-1.0008551,-0.6393024,-0.518166,1.2344251,0.19091855
0.6936799,-0.41269422,-0.4424355,-1.0249343,1.9830073
1.2844772,-0.35604215,-0.4678553,-0.44571564,-0.5382762
1.5363675,-0.41269422,-0.4730027,-0.3223591,1.1392088
-0.58409107,-0.5259983,-0.46940657,-0.42021585,-0.80905575
-0.99169546,-0.5259983,-0.5022654,0.56947756,0.91449547
-0.21312529,-0.58265036,-0.52782625,1.5757278,0.9594381
-0.90467876,-0.35604215,-0.43965027,-1.1390405,-0.041659743
-0.194806,-0.58265036,-0.4810764,-0.122374885,-1.3157843
-0.16274722,-0.5259983,-0.5292365,1.6183836,-0.8101793
-0.9229981,-0.2993901,-0.4538233,-0.83120286,-0.41805455
-0.11694898,-0.46934626,-0.5234192,1.3503896,1.2908902
-0.42837703,-0.5259983,-0.5286724,1.5786109,0.5841669
-0.91383845,-0.5259983,-0.49859878,0.3982503,-0.7674838
0.45552906,-0.46934626,-0.47991294,-0.17996596,-1.3539855
0.18989925,-0.41269422,-0.49641287,0.31236526,0.6560751
-0.061991084,-0.2993901,-0.523948,1.336336,-0.30794504
0.47842818,-0.5259983,-0.44081372,-1.1531961,-1.2303932
0.01586593,-0.2993901,-0.44285858,-1.1232221,-0.46524435
-0.94589716,-0.41269422,-0.44811177,-1.0164802,-0.56636536
1.6188043,-0.5259983,-0.53410184,1.7585373,-0.038289044
-0.50623405,-0.58265036,-0.49665967,0.28325906,0.3572064
1.6875018,-0.5259983,-0.4759995,-0.33808023,0.31226373
-0.007033192,-0.41269422,-0.45914698,-0.7747815,0.7718025
0.23569751,-0.2993901,-0.44874638,-1.0271995,-0.73714745
-0.121528804,-0.46934626,-0.5156628,0.9174586,-0.1641285
0.5333861,-0.41269422,-0.4584771,-0.82148665,0.3268701
0.55170536,-0.46934626,-0.45361176,-0.9400177,1.5032444
-0.689427,-0.41269422,-0.4444451,-1.1480055,0.30552235
-0.59783053,-0.5259983,-0.44916946,-1.0495234,-1.2742124
0.9135115,-0.5259983,-0.44455087,-1.1531961,-0.043906875
-0.90467876,-0.18608603,-0.47423667,-0.46001014,1.5234685
0.6936799,-0.46934626,-0.4864706,-0.12296496,1.5347042
0.9867887,-0.5259983,-0.4526246,-0.996782,1.6740265
1.4630904,-0.12943397,-0.4456086,-1.1531961,-0.75175387
-0.4054779,-0.18608603,-0.4555156,-0.937,-1.1157894
-0.26350334,-0.5259983,-0.5093519,0.61187166,0.99876297
-0.4008981,-0.41269422,-0.47434244,-0.48183683,0.5560777
0.94099045,-0.46934626,-0.44659576,-1.1531961,-0.41805455
-0.7031665,-0.35604215,-0.4477592,-1.1323392,1.4740316
-0.8405612,-0.46934626,-0.49965647,0.25110456,0.51787645
-0.74438494,-0.5259983,-0.50505066,0.4231017,-0.8854583
0.83107466,-0.6393024,-0.44807652,-1.1531961,-1.3596034
1.9989299,-0.6393024,-0.44807652,-1.1531961,1.4695374
-0.8817797,-0.46934626,-0.5052975,0.406047,-0.1439043
1.47225,-0.5259983,-0.4482528,-1.1531961,0.4583274
1.9393921,-0.5259983,-0.52539355,1.172364,-0.41131315
0.23111768,-0.46934626,-0.50804746,0.49886027,-1.2933129
1.6875018,-0.58265036,-0.5385441,1.7585373,-0.46524435
-0.56577176,-0.46934626,-0.51425254,0.70638436,-1.2472467
-0.0024533675,-0.6393024,-0.5274737,1.2344251,-0.27760872
1.5546869,-0.58265036,-0.505368,0.37398344,-0.18997054
-0.9184182,-0.41269422,-0.48675266,-0.22843857,-1.3416263
-0.23144458,-0.5259983,-0.53410184,1.4964815,1.2459476
-0.14442793,-0.5259983,-0.53410184,1.4964815,1.0661769
1.1196036,-0.5259983,-0.46330723,-0.86202306,-1.3000543
0.16242032,-0.46934626,-0.46157968,-0.9096793,0.81674516
-0.7718639,-0.35604215,-0.48209882,-0.3913436,0.9189897
1.9164929,-0.58265036,-0.49888083,0.10855522,-0.81916785
0.18073961,-0.41269422,-0.4721213,-0.6783875,0.07743832
-0.19022617,-0.58265036,-0.45812455,-1.0298209,-1.0405104
0.23569751,-0.58265036,-0.5372749,1.5580456,-0.6910812
0.9089317,-0.46934626,-0.45290664,-1.1531961,1.0335935
0.5746045,-0.41269422,-0.5046981,0.23153336,0.46169809
1.3898132,-0.46934626,-0.5422813,1.7585373,-0.97422004
-0.23602441,-0.5259983,-0.4611566,-0.9984564,-0.5450176
1.6371237,-0.41269422,-0.4547752,-1.1531961,0.13474022
-0.99169546,-0.46934626,-0.5117141,0.42249495,0.7515783
1.8065772,-0.6393024,-0.5437973,1.7585373,1.2672954
-0.43295687,-0.18608603,-0.53780377,1.4625937,-1.3045486
-0.80392265,-0.5259983,-0.49362764,-0.20375173,-0.771978
0.7348983,-0.41269422,-0.45918223,-1.1083146,0.6695579
-0.99169546,-0.2993901,-0.5168263,0.5572768,1.8358201
0.45094925,-0.58265036,-0.47229758,-0.82471406,-1.0775882
0.24943697,-0.58265036,-0.5290955,1.0181533,1.9257054
2.0080895,-0.41269422,-0.45854762,-1.1531961,-0.7326532
1.1470826,-0.5259983,-0.4904898,-0.35002762,-0.81355
1.1241834,-0.6393024,-0.46041623,-1.1531961,0.20664848
-0.9596367,-0.41269422,-0.46707964,-1.0033194,-1.2449995
-0.25892353,-0.41269422,-0.5358294,1.2438185,1.2313412
0.20363873,-0.41269422,-0.47899628,-0.72195137,1.7908773
0.12578171,-0.5259983,-0.51093847,0.2395411,-1.1854506
-0.86346036,-0.46934626,-0.5227846,0.65889543,0.82910436
-0.61614984,-0.35604215,-0.46443543,-1.1002778,-0.90231174
0.10746242,-0.58265036,-0.47645783,-0.81163234,0.7942738
-0.21770512,-0.58265036,-0.5029353,-0.07048467,1.5908825
0.7623773,-0.46934626,-0.47804436,-0.79185426,-0.686587
1.160822,-0.46934626,-0.5269096,0.75367886,-1.0652289
-0.23144458,-0.5259983,-0.54404414,1.5107871,-0.9888264
-0.24976389,-0.5259983,-0.505509,-0.025507407,0.005530054
-0.5932507,-0.46934626,-0.4813937,-0.73777103,-1.2820773
-0.8314016,-0.46934626,-0.5124545,0.18904,-1.2449995
0.7165791,-0.5259983,-0.5147109,0.25503105,0.3706892
1.3760737,-0.41269422,-0.47755077,-0.87437516,1.9796365
0.6570414,-0.5259983,-0.4965539,-0.35833037,1.6212188
1.316536,-0.5259983,-0.46648028,-1.1531961,0.097662516
0.11204224,-0.5259983,-0.5492268,1.6700393,-1.0719703
1.0783852,-0.58265036,-0.55095434,1.7585373,-1.2584823
0.71199924,-0.58265036,-0.55120116,1.7585373,-0.19221766
-1.0008551,-0.46934626,-0.54051846,1.2344251,1.0122458
1.1974605,-0.5259983,-0.46753797,-1.1531961,-0.7618659
-1.0008551,-0.58265036,-0.54577166,1.4787827,-0.880964
-0.75354457,-0.18608603,-0.49267572,-0.51579624,1.936941
-0.6527884,-0.46934626,-0.48104113,-0.8359089,0.005530054
1.1699817,-0.58265036,-0.55173,1.7585373,0.3673185
2.0767868,-0.5259983,-0.4687367,-1.1531961,1.6526787
-0.9229981,-0.58265036,-0.48361486,-0.78751683,-0.81916785
0.7990159,-0.58265036,-0.5523646,1.7585373,0.30215165
-0.14900775,-0.35604215,-0.4726854,-1.0752883,0.56956047
-0.91383845,-0.18608603,-0.47529435,-1.0192564,-0.2416546
-1.0008551,-0.41269422,-0.47829115,-0.9482594,-0.9955678
0.57918435,-0.58265036,-0.5066372,-0.14709575,-1.2461232
1.110444,-0.35604215,-0.47039375,-1.1469086,-1.0281513
-0.4970744,-0.58265036,-0.5391435,1.0832717,0.74146616
-0.56577176,-0.2993901,-0.49345136,-0.5533746,1.1088724
-0.4421165,-0.35604215,-0.48410845,-0.8131582,-1.277583
1.5317878,-0.6393024,-0.5531402,1.7585373,-0.8921997
-0.99627525,-0.5259983,-0.5344192,0.8651484,0.60102034
-0.6711077,-0.6393024,-0.5427749,1.2344251,0.45608026
2.1912825,-0.58265036,-0.5367108,0.9422586,0.7066356
-0.5795112,-0.12943397,-0.48957315,-0.7054749,0.88078845
1.550107,-0.58265036,-0.481711,-0.91412014,-1.0921946
1.4676702,-0.5259983,-0.4721213,-1.1531961,-1.1472493
-0.42837703,-0.35604215,-0.50797695,-0.1759201,-0.68883413
-0.97795594,-0.24273807,-0.47843218,-1.017532,-1.0191627
-0.08031038,-0.46934626,-0.48565972,-0.8484825,-0.04278331
0.16700013,-0.5259983,-0.5539864,1.6856694,-0.44951442
-0.30014196,-0.5259983,-0.49359238,-0.6416415,-0.3629998
-0.6207297,-0.58265036,-0.539214,0.9681624,0.22462554
-0.63904893,-0.35604215,-0.4985635,-0.5099267,-0.6551271
-0.54287267,-0.2993901,-0.48142895,-0.98625845,-0.39108896
-0.99169546,-0.41269422,-0.47614053,-1.1225036,0.89427125
-0.44669634,-0.58265036,-0.5530697,1.5738591,-1.0517461
1.5409474,-0.46934626,-0.5135474,-0.07502828,0.075191185
0.64330184,-0.35604215,-0.53121084,0.5702828,0.5673134
-0.43295687,-0.58265036,-0.54104733,0.97939545,-0.8596162
1.5638465,-0.58265036,-0.5569832,1.7585373,-0.7034405
2.200442,-0.58265036,-0.5494736,1.3681607,-1.0112977
1.2203597,-0.6393024,-0.532198,0.59384364,0.42349684
-0.7993428,-0.5259983,-0.5373454,0.8072956,0.79989165
1.4859895,-0.6393024,-0.55744153,1.7585373,-0.63040864
1.2569983,-0.58265036,-0.5501435,1.3798964,0.34260005
-0.5886709,0.097174205,-0.5396018,0.8595482,1.1830279
1.6875018,-0.6393024,-0.47797385,-1.1531961,-1.1584849
-0.04825161,-0.35604215,-0.48238087,-1.0462022,1.8650328
0.5471256,-0.46934626,-0.55162424,1.4077766,0.7246127
-0.5382928,-0.46934626,-0.5337493,0.58149016,0.5156293
0.9455703,-0.6393024,-0.49080712,-0.86202306,-0.7562481
0.2540168,-0.6393024,-0.49080712,-0.86202306,0.46731594
-0.62530947,-0.58265036,-0.5302942,0.41913983,-1.2876952
0.49216765,-0.6393024,-0.5274737,0.3026706,-1.362974
0.14868084,-0.6393024,-0.54929733,1.2344251,-0.5191755
0.48758784,-0.46934626,-0.54051846,0.8267828,0.78640884
1.2707378,-0.46934626,-0.5249352,0.1828504,0.4785516
