R,F,M,C,L,prediction
96.0,15.0,17003.0,1.4562248,1998.0,3
11.0,20.0,23756.0,1.0417776,1082.0,4
403.0,11.0,19936.0,1.2395215,887.0,3
39.0,16.0,18373.0,1.339643,1029.0,3
118.0,9.0,17102.0,1.4388983,1583.0,3
67.0,16.0,18392.0,1.3368556,1835.0,1
16.0,9.0,19591.0,1.2549722,3218.0,1
37.0,9.0,17022.0,1.4412003,2936.0,1
11.0,11.0,17341.0,1.4141324,1162.0,3
109.0,13.0,20004.0,1.2251484,2369.0,1
365.0,11.0,20343.0,1.2033033,664.0,4
80.0,17.0,17493.0,1.3987098,3123.0,1
1.0,12.0,18610.0,1.3141348,2157.0,1
109.0,8.0,16509.0,1.4804016,3175.0,1
190.0,11.0,19580.0,1.2463636,682.0,4
121.0,16.0,24297.0,1.0015476,1193.0,4
89.0,17.0,17201.0,1.4147073,747.0,3
51.0,9.0,17091.0,1.4219414,406.0,3
153.0,13.0,22546.0,1.0765218,1039.0,4
63.0,10.0,17413.0,1.3926687,1453.0,3
112.0,13.0,18116.0,1.3365527,1551.0,3
34.0,18.0,23219.0,1.0394466,2404.0,1
37.0,13.0,21754.0,1.1085079,2396.0,1
341.0,7.0,18501.0,1.3,2002.0,3
12.0,15.0,22432.0,1.0718353,1086.0,4
44.0,22.0,18175.0,1.3200628,1251.0,3
55.0,13.0,16275.0,1.468999,1168.0,3
72.0,16.0,18604.0,1.284197,575.0,4
347.0,14.0,19600.0,1.2172449,869.0,4
18.0,18.0,17569.0,1.3574768,2639.0,1
56.0,11.0,19160.0,1.2435887,471.0,4
6.0,12.0,17400.0,1.3674862,2738.0,1
43.0,17.0,22236.0,1.0682353,2714.0,1
19.0,17.0,22554.0,1.0515075,596.0,4
87.0,16.0,16765.0,1.4121616,1813.0,3
24.0,18.0,22096.0,1.0707318,1478.0,4
4.0,12.0,22803.0,1.036792,654.0,4
7.0,24.0,18086.0,1.3067914,704.0,4
39.0,13.0,18231.0,1.295207,2278.0,1
134.0,19.0,22100.0,1.064033,1469.0,4
289.0,14.0,17180.0,1.3682445,1600.0,3
68.0,16.0,17050.0,1.3776152,602.0,3
11.0,20.0,21580.0,1.0878619,988.0,4
70.0,10.0,17693.0,1.3243961,1550.0,3
29.0,17.0,17427.0,1.3431308,705.0,3
112.0,14.0,16624.0,1.4071463,625.0,3
175.0,12.0,16312.0,1.4325312,2154.0,3
84.0,19.0,19691.0,1.1852562,866.0,4
178.0,4.0,22846.0,1.0185109,2355.0,1
59.0,14.0,19654.0,1.1823039,654.0,4
16.0,17.0,21980.0,1.0560719,2373.0,1
139.0,12.0,15632.0,1.4847946,1622.0,3
4.0,15.0,17740.0,1.3058455,572.0,4
5.0,10.0,15592.0,1.4855291,2831.0,1
71.0,16.0,16935.0,1.3617579,2192.0,1
25.0,15.0,18127.0,1.2696977,1208.0,4
101.0,15.0,19590.0,1.1733012,1878.0,1
12.0,17.0,16675.0,1.3757349,3308.0,1
57.0,14.0,22388.0,1.0245689,581.0,4
375.0,7.0,22610.0,1.0142857,1617.0,0
427.0,11.0,17064.0,1.3434482,1047.0,3
13.0,10.0,15780.0,1.4500095,3086.0,1
11.0,9.0,21454.0,1.0646477,2223.0,1
32.0,11.0,21333.0,1.0700741,897.0,4
68.0,12.0,15949.0,1.4287667,3065.0,1
136.0,13.0,21697.0,1.0498756,1494.0,4
155.0,6.0,16114.0,1.4119176,2373.0,1
2.0,15.0,20074.0,1.1315563,1883.0,1
136.0,10.0,18366.0,1.2349396,615.0,4
52.0,15.0,15985.0,1.4178311,2952.0,1
255.0,12.0,17407.0,1.3009232,2517.0,1
18.0,20.0,16098.0,1.4034762,1541.0,3
5.0,13.0,21418.0,1.0548459,1829.0,4
379.0,9.0,17783.0,1.267393,1262.0,3
236.0,11.0,17817.0,1.2596385,2430.0,1
240.0,11.0,20881.0,1.0726498,1255.0,4
66.0,9.0,18048.0,1.2403829,2174.0,1
132.0,10.0,15305.0,1.4594786,720.0,3
104.0,20.0,16336.0,1.3671107,1173.0,3
33.0,13.0,15142.0,1.4714998,3068.0,1
9.0,9.0,17394.0,1.2802875,2253.0,1
81.0,17.0,20043.0,1.1096952,972.0,4
113.0,11.0,15922.0,1.396258,2041.0,3
77.0,9.0,21350.0,1.0406183,2695.0,1
117.0,18.0,20000.0,1.110224,760.0,4
2.0,14.0,16430.0,1.3513676,1091.0,3
346.0,8.0,21144.0,1.05,634.0,0
259.0,11.0,18696.0,1.1862521,2720.0,1
263.0,10.0,16172.0,1.3713313,1663.0,3
100.0,3.0,21562.0,1.0280883,1261.0,4
133.0,19.0,20993.0,1.0508279,1259.0,4
79.0,8.0,18648.0,1.1812366,2582.0,1
27.0,20.0,21123.0,1.042332,1327.0,4
52.0,16.0,19459.0,1.1289043,1162.0,4
89.0,13.0,15256.0,1.4351075,1678.0,3
110.0,17.0,21081.0,1.0371472,2412.0,1
47.0,12.0,15170.0,1.4412043,2021.0,3
33.0,14.0,16696.0,1.3072784,1726.0,1
213.0,19.0,20164.0,1.0822952,2174.0,1
157.0,14.0,21497.0,1.0125864,2910.0,1
69.0,10.0,16584.0,1.3117667,911.0,3
343.0,13.0,20711.0,1.0495775,3050.0,1
180.0,7.0,14767.0,1.4707395,914.0,3
61.0,27.0,20090.0,1.0789721,1251.0,4
87.0,14.0,18662.0,1.1613514,442.0,4
33.0,10.0,15348.0,1.411853,2551.0,1
1.0,12.0,16014.0,1.3503197,492.0,3
29.0,12.0,15158.0,1.426483,896.0,3
33.0,13.0,17550.0,1.2318422,3212.0,1
208.0,13.0,16017.0,1.3456721,1077.0,3
83.0,21.0,16249.0,1.3262724,1145.0,3
169.0,10.0,21513.0,1.0011537,2400.0,1
336.0,10.0,14720.0,1.4619021,936.0,3
29.0,10.0,15048.0,1.4278224,882.0,3
417.0,12.0,20810.0,1.0314993,1028.0,0
190.0,6.0,15022.0,1.4278471,2215.0,3
69.0,17.0,20140.0,1.0637567,1299.0,4
14.0,9.0,16579.0,1.2911092,1172.0,4
8.0,13.0,17485.0,1.2225142,1197.0,4
203.0,16.0,17524.0,1.2197278,2117.0,1
37.0,17.0,21299.0,1.0028405,1574.0,4
151.0,16.0,20249.0,1.0539789,2215.0,1
157.0,14.0,19246.0,1.1082053,2875.0,1
1.0,17.0,14677.0,1.447847,1185.0,3
67.0,15.0,19270.0,1.1003534,1648.0,4
1.0,20.0,21035.0,1.0067825,2541.0,1
100.0,10.0,17532.0,1.2069662,850.0,4
23.0,12.0,14735.0,1.4354944,1587.0,3
386.0,15.0,19040.0,1.109979,1646.0,0
6.0,12.0,20824.0,1.0109494,1292.0,4
13.0,10.0,18024.0,1.1656785,512.0,4
479.0,4.0,19243.0,1.091745,486.0,0
97.0,13.0,14594.0,1.4390982,2063.0,3
335.0,7.0,19932.0,1.05,707.0,0
196.0,14.0,20591.0,1.0147157,1960.0,4
28.0,7.0,14719.0,1.4187988,1212.0,3
15.0,5.0,17675.0,1.18,627.0,4
198.0,22.0,19417.0,1.0738723,1119.0,4
258.0,16.0,14531.0,1.4327493,753.0,3
153.0,2.0,20188.0,1.03,465.0,4
338.0,2.0,20188.0,1.03,1091.0,0
303.0,2.0,20188.0,1.03,854.0,4
520.0,2.0,20188.0,1.03,741.0,0
383.0,9.0,15154.0,1.3676257,2764.0,1
31.0,12.0,17552.0,1.1787905,928.0,4
192.0,10.0,15565.0,1.3282769,840.0,3
234.0,11.0,18243.0,1.1324612,1199.0,4
39.0,17.0,20061.0,1.0280246,1974.0,4
149.0,10.0,16277.0,1.2652442,3143.0,1
43.0,14.0,20292.0,1.0147738,3359.0,1
148.0,11.0,14153.0,1.4538486,2003.0,3
33.0,13.0,17874.0,1.1511049,2820.0,1
383.0,8.0,13708.0,1.5,2994.0,1
29.0,11.0,19187.0,1.0715469,527.0,4
17.0,16.0,19519.0,1.0521824,1985.0,4
94.0,9.0,20415.0,1.0059353,3046.0,1
479.0,4.0,19243.0,1.0661904,486.0,0
4.0,14.0,17147.0,1.1958599,2847.0,1
334.0,20.0,16019.0,1.2784007,1178.0,3
147.0,11.0,19881.0,1.0297047,2141.0,1
30.0,11.0,16641.0,1.222709,1623.0,4
26.0,13.0,18416.0,1.1046003,763.0,4
81.0,9.0,18042.0,1.1263818,943.0,4
7.0,27.0,20165.0,1.0077794,2214.0,1
28.0,12.0,19546.0,1.0384917,424.0,4
28.0,10.0,14050.0,1.4409075,1263.0,3
56.0,16.0,19673.0,1.024865,806.0,4
37.0,18.0,17462.0,1.1533742,461.0,4
49.0,10.0,16968.0,1.1857845,1225.0,4
43.0,14.0,18106.0,1.1094941,2333.0,1
18.0,14.0,19781.0,1.0149623,2298.0,1
119.0,9.0,13922.0,1.4419997,1254.0,3
39.0,9.0,19370.0,1.0358756,3316.0,1
41.0,9.0,16891.0,1.185458,1369.0,4
64.0,12.0,18407.0,1.0875612,1449.0,4
150.0,16.0,18372.0,1.0882761,836.0,4
53.0,12.0,14237.0,1.4027786,656.0,3
202.0,9.0,13386.0,1.4873129,1069.0,3
4.0,30.0,18220.0,1.0926597,438.0,4
4.0,16.0,16483.0,1.2075338,1268.0,4
332.0,9.0,16968.0,1.1716083,1242.0,4
19.0,4.0,18865.0,1.0535299,3118.0,1
10.0,10.0,14496.0,1.369922,2612.0,1
222.0,9.0,14413.0,1.3772428,2365.0,1
37.0,11.0,14199.0,1.3970463,2930.0,1
49.0,12.0,13794.0,1.4380622,483.0,3
15.0,8.0,13688.0,1.4449795,3398.0,1
97.0,7.0,13769.0,1.4357142,2286.0,1
249.0,11.0,13655.0,1.4458725,1549.0,3
32.0,12.0,17050.0,1.1574147,1978.0,1
100.0,13.0,17497.0,1.1257261,3092.0,1
113.0,14.0,17828.0,1.1041048,959.0,4
17.0,11.0,19156.0,1.027049,617.0,4
49.0,11.0,19583.0,1.0039258,2522.0,1
6.0,16.0,14103.0,1.3939651,3053.0,1
100.0,4.0,18435.0,1.0659311,1545.0,4
22.0,20.0,18369.0,1.0690603,2362.0,1
37.0,8.0,14839.0,1.3218741,1588.0,3
164.0,5.0,16286.0,1.2028798,1508.0,4
282.0,12.0,13922.0,1.405849,2595.0,1
186.0,8.0,17352.0,1.1271439,1310.0,4
308.0,9.0,13187.0,1.4829377,1020.0,3
197.0,11.0,17869.0,1.0937982,1863.0,4
343.0,7.0,13145.0,1.4865043,3151.0,1
34.0,14.0,13132.0,1.4866563,2136.0,3
233.0,8.0,13133.0,1.4817574,1645.0,3
103.0,18.0,18833.0,1.0278331,2452.0,1
30.0,10.0,13863.0,1.3959302,3155.0,1
79.0,18.0,16433.0,1.1761279,902.0,4
122.0,7.0,14474.0,1.3352556,2462.0,1
26.0,14.0,18288.0,1.0540857,2917.0,1
222.0,9.0,18388.0,1.047234,2262.0,1
155.0,12.0,18056.0,1.0616449,573.0,4
27.0,20.0,18401.0,1.0406266,985.0,4
75.0,7.0,13004.0,1.4716103,677.0,3
201.0,10.0,18062.0,1.0587426,1258.0,4
285.0,12.0,16581.0,1.1532416,1591.0,4
314.0,14.0,12714.0,1.5,1411.0,3
675.0,4.0,17780.0,1.0716985,682.0,0
56.0,11.0,14745.0,1.2914988,726.0,4
334.0,3.0,18520.0,1.0263294,2152.0,0
347.0,3.0,18405.0,1.0326992,1444.0,0
12.0,11.0,13705.0,1.3853163,1860.0,3
247.0,11.0,18017.0,1.0530477,2067.0,1
96.0,19.0,18494.0,1.0253947,2446.0,1
1.0,14.0,18312.0,1.0335715,734.0,4
329.0,7.0,15215.0,1.2435229,812.0,3
48.0,11.0,15511.0,1.219775,870.0,4
25.0,19.0,15072.0,1.2537075,447.0,4
190.0,9.0,13632.0,1.3860923,537.0,3
18.0,9.0,15796.0,1.195947,2928.0,1
2.0,12.0,18578.0,1.0166143,3139.0,1
290.0,6.0,18681.0,1.0075318,2393.0,0
123.0,8.0,12926.0,1.4533846,516.0,3
174.0,7.0,15698.0,1.1959269,1111.0,4
11.0,17.0,14532.0,1.2912819,3437.0,1
173.0,14.0,15385.0,1.2193949,2700.0,1
107.0,11.0,13540.0,1.3845613,1977.0,3
41.0,13.0,17299.0,1.0824354,2200.0,1
51.0,8.0,17812.0,1.05,409.0,4
104.0,18.0,16436.0,1.1358646,1906.0,1
33.0,12.0,14062.0,1.3253514,1398.0,3
104.0,7.0,13072.0,1.4229919,2267.0,1
125.0,10.0,13222.0,1.4020133,395.0,3
211.0,10.0,13082.0,1.412531,1421.0,3
26.0,16.0,17562.0,1.051628,1488.0,4
101.0,11.0,16269.0,1.1338755,447.0,4
49.0,6.0,12535.0,1.4709646,2190.0,3
164.0,13.0,14779.0,1.246696,2019.0,1
120.0,10.0,16458.0,1.1167663,2115.0,1
15.0,10.0,12823.0,1.4314778,3399.0,1
18.0,11.0,13630.0,1.3454747,1232.0,3
430.0,10.0,14262.0,1.2851914,893.0,3
63.0,12.0,12726.0,1.4389887,1800.0,3
501.0,8.0,12208.0,1.5,2234.0,3
217.0,12.0,15369.0,1.1868632,1846.0,1
96.0,8.0,13348.0,1.3658068,2188.0,1
5.0,14.0,16118.0,1.1308078,1655.0,4
298.0,8.0,13505.0,1.3462051,1521.0,3
176.0,6.0,12234.0,1.485,1518.0,3
75.0,11.0,13827.0,1.310293,509.0,3
115.0,11.0,13334.0,1.3576219,1162.0,3
81.0,13.0,13593.0,1.3307916,1367.0,3
98.0,9.0,16443.0,1.0989503,1479.0,4
432.0,6.0,12022.0,1.5,1158.0,3
31.0,10.0,15019.0,1.1976436,1217.0,4
120.0,9.0,12615.0,1.425503,865.0,3
370.0,8.0,15263.0,1.1779958,1747.0,0
14.0,22.0,16782.0,1.0694083,3301.0,1
52.0,9.0,13850.0,1.2953769,3281.0,1
117.0,10.0,13509.0,1.3265113,2331.0,1
260.0,13.0,16190.0,1.1061335,2267.0,1
427.0,7.0,13206.0,1.3505869,2180.0,3
145.0,12.0,16117.0,1.1059738,1440.0,4
5.0,8.0,12472.0,1.4270446,3408.0,1
402.0,4.0,16407.0,1.0831321,786.0,0
107.0,12.0,13630.0,1.3035055,662.0,3
46.0,11.0,13421.0,1.3218642,2044.0,1
105.0,11.0,13826.0,1.2816461,3270.0,1
317.0,6.0,11802.0,1.5,955.0,3
172.0,10.0,12513.0,1.4147063,638.0,3
7.0,13.0,15425.0,1.146791,2582.0,1
80.0,8.0,13660.0,1.2948631,1293.0,3
22.0,19.0,15147.0,1.166878,556.0,4
4.0,10.0,12886.0,1.369099,367.0,3
130.0,9.0,12186.0,1.4452955,2939.0,1
3.0,11.0,14549.0,1.2095395,2488.0,1
168.0,8.0,11944.0,1.4689023,2594.0,1
133.0,8.0,12186.0,1.438692,597.0,3
31.0,16.0,14338.0,1.2220575,458.0,4
333.0,8.0,13368.0,1.3096274,2123.0,3
269.0,8.0,12451.0,1.4007542,634.0,3
99.0,11.0,16907.0,1.0308132,2518.0,1
119.0,7.0,12189.0,1.4293158,2090.0,3
3.0,6.0,14140.0,1.231734,1547.0,4
1.0,14.0,15630.0,1.1125438,464.0,4
101.0,10.0,15070.0,1.1533006,768.0,4
137.0,11.0,14541.0,1.1949488,2757.0,1
110.0,9.0,15439.0,1.1253682,1139.0,4
82.0,7.0,12778.0,1.3588238,2917.0,1
58.0,9.0,13247.0,1.3106424,1489.0,3
115.0,10.0,17193.0,1.0097673,1687.0,4
11.0,8.0,17132.0,1.0119694,2554.0,1
16.0,12.0,15302.0,1.1299758,2285.0,1
8.0,14.0,17030.0,1.0148938,895.0,4
88.0,11.0,14085.0,1.2254554,3024.0,1
5.0,12.0,16367.0,1.0535321,2770.0,1
73.0,8.0,14893.0,1.1549513,2482.0,1
49.0,4.0,13757.0,1.2492665,737.0,4
201.0,7.0,16982.0,1.0109493,2928.0,1
45.0,11.0,15128.0,1.1344844,2097.0,1
14.0,6.0,13587.0,1.2608862,3408.0,1
136.0,15.0,15565.0,1.10016,1970.0,1
171.0,8.0,16503.0,1.0373496,2520.0,1
40.0,12.0,14299.0,1.1966382,2596.0,1
157.0,10.0,16156.0,1.0542412,568.0,4
419.0,8.0,11968.0,1.4211648,1881.0,3
406.0,17.0,14363.0,1.1839936,679.0,0
23.0,12.0,15931.0,1.0665709,2258.0,1
247.0,8.0,12342.0,1.3750738,2358.0,1
13.0,10.0,11792.0,1.4384184,689.0,3
140.0,7.0,13161.0,1.2883748,1703.0,3
178.0,7.0,11424.0,1.4832747,2110.0,3
61.0,13.0,12387.0,1.367524,474.0,3
4.0,14.0,14657.0,1.1541482,1876.0,1
125.0,16.0,16210.0,1.0433171,2010.0,4
37.0,13.0,16743.0,1.0095127,3317.0,1
9.0,15.0,14522.0,1.1632351,377.0,4
50.0,13.0,15308.0,1.1024386,2901.0,1
383.0,8.0,11718.0,1.4383,2255.0,3
345.0,10.0,11310.0,1.4865075,882.0,3
474.0,4.0,12920.0,1.3,941.0,3
232.0,6.0,16763.0,1.0016555,443.0,4
66.0,10.0,14299.0,1.17418,591.0,4
380.0,10.0,16282.0,1.0299226,589.0,0
21.0,9.0,13026.0,1.2865024,1614.0,3
321.0,5.0,16405.0,1.0187808,534.0,0
235.0,9.0,12102.0,1.3803198,1009.0,3
28.0,15.0,14349.0,1.1634121,470.0,4
118.0,12.0,11740.0,1.4184412,2322.0,1
83.0,9.0,13498.0,1.2317513,549.0,4
82.0,14.0,16615.0,1.00018,1496.0,4
99.0,6.0,11698.0,1.4200633,1395.0,3
10.0,10.0,12307.0,1.3479142,2531.0,1
215.0,6.0,11540.0,1.4362513,2813.0,1
96.0,6.0,11482.0,1.440695,1990.0,3
52.0,9.0,11508.0,1.4363165,987.0,3
8.0,3.0,11700.0,1.41,478.0,3
4.0,10.0,14589.0,1.1307197,1398.0,4
243.0,12.0,15092.0,1.0913332,1607.0,4
32.0,7.0,14543.0,1.1314901,446.0,4
70.0,13.0,14451.0,1.1374507,3105.0,1
79.0,3.0,16041.0,1.0238769,487.0,4
346.0,7.0,16421.0,1.0,1581.0,0
2.0,6.0,11459.0,1.4321904,2583.0,1
122.0,8.0,12137.0,1.35131,2277.0,1
393.0,9.0,15806.0,1.037334,1474.0,0
371.0,3.0,12600.0,1.3,555.0,3
99.0,8.0,11313.0,1.4472766,1954.0,3
265.0,8.0,11407.0,1.4348234,1263.0,3
141.0,8.0,15608.0,1.0482804,3102.0,1
11.0,11.0,12284.0,1.331243,2230.0,1
11.0,14.0,15645.0,1.0424507,426.0,4
98.0,12.0,14585.0,1.1171615,828.0,4
478.0,3.0,16287.0,1.0003132,484.0,0
131.0,14.0,15349.0,1.0600208,2098.0,1
40.0,7.0,12897.0,1.261353,2850.0,1
272.0,7.0,10970.0,1.4827876,664.0,3
68.0,8.0,15931.0,1.0196611,1275.0,4
47.0,16.0,15168.0,1.0689741,1576.0,4
7.0,10.0,12066.0,1.3416368,2051.0,1
121.0,5.0,11556.0,1.3997474,454.0,3
73.0,8.0,11458.0,1.4115055,2360.0,1
113.0,10.0,11490.0,1.4065065,2471.0,1
155.0,9.0,13348.0,1.2077622,885.0,4
2.0,10.0,12327.0,1.3070034,2477.0,1
46.0,11.0,12246.0,1.3130761,1523.0,3
18.0,11.0,13867.0,1.1594224,2216.0,1
30.0,6.0,11402.0,1.41,502.0,3
178.0,10.0,12021.0,1.3340678,1612.0,3
11.0,4.0,13311.0,1.2042462,2243.0,1
364.0,9.0,10939.0,1.4642015,2948.0,1
164.0,10.0,14598.0,1.0956391,2226.0,1
364.0,13.0,13131.0,1.2174053,847.0,4
42.0,11.0,14596.0,1.0946122,724.0,4
5.0,2.0,15208.0,1.05,2372.0,1
450.0,2.0,15208.0,1.05,1197.0,0
231.0,2.0,15199.0,1.05,415.0,4
11.0,12.0,11080.0,1.4385921,1361.0,3
124.0,8.0,11797.0,1.3500737,752.0,3
3.0,7.0,10905.0,1.4604841,1728.0,3
534.0,11.0,15829.0,1.0,864.0,0
228.0,7.0,10552.0,1.4950616,2979.0,1
1.0,7.0,14581.0,1.0811754,563.0,4
177.0,4.0,15589.0,1.006758,390.0,4
30.0,6.0,12588.0,1.2466667,2051.0,1
14.0,11.0,13064.0,1.200979,373.0,4
66.0,8.0,11939.0,1.3129467,591.0,3
310.0,5.0,10429.0,1.5,3089.0,1
136.0,3.0,15417.0,1.012278,505.0,4
289.0,14.0,13716.0,1.1371719,1601.0,4
23.0,13.0,15494.0,1.0058849,2777.0,1
4.0,11.0,11899.0,1.3075914,3125.0,1
26.0,8.0,11757.0,1.3206941,2077.0,1
11.0,7.0,12351.0,1.2566261,2467.0,1
35.0,5.0,11088.0,1.3984613,2836.0,1
164.0,6.0,12651.0,1.224715,2449.0,1
24.0,17.0,11101.0,1.3954716,1210.0,3
34.0,8.0,14490.0,1.0677605,2478.0,1
135.0,13.0,10814.0,1.4300647,791.0,3
283.0,9.0,12631.0,1.2212968,2064.0,1
330.0,5.0,10275.0,1.5,3276.0,1
292.0,6.0,10383.0,1.48295,1433.0,3
50.0,9.0,14502.0,1.0615784,2435.0,1
288.0,6.0,10732.0,1.4275718,1433.0,3
268.0,8.0,10276.0,1.4895339,2527.0,3
441.0,8.0,10200.0,1.5,1645.0,3
64.0,7.0,10726.0,1.4241973,562.0,3
19.0,7.0,11273.0,1.3548905,881.0,3
361.0,6.0,12094.0,1.2622458,1260.0,3
50.0,8.0,15175.0,1.0057569,487.0,4
188.0,10.0,10359.0,1.4730312,3240.0,1
154.0,6.0,14782.0,1.0302929,765.0,4
167.0,11.0,14108.0,1.0787284,3340.0,1
249.0,13.0,11935.0,1.2744641,1596.0,3
169.0,12.0,12908.0,1.1782538,2334.0,1
76.0,13.0,13743.0,1.1059273,1254.0,4
1.0,7.0,10703.0,1.419418,1169.0,3
2.0,34.0,14395.0,1.0511831,502.0,4
2.0,15.0,11273.0,1.342255,1846.0,1
20.0,16.0,14709.0,1.027543,1716.0,4
62.0,17.0,13004.0,1.1622386,568.0,4
137.0,12.0,10758.0,1.4044302,2055.0,3
47.0,9.0,13838.0,1.0907711,1041.0,4
5.0,8.0,14796.0,1.0192991,2839.0,1
196.0,8.0,13083.0,1.1521302,2328.0,1
107.0,5.0,11145.0,1.3522063,1894.0,3
6.0,8.0,10442.0,1.4421059,2845.0,1
70.0,9.0,10602.0,1.4200613,665.0,3
443.0,5.0,10812.0,1.3900295,1087.0,3
100.0,7.0,13594.0,1.104221,3316.0,1
101.0,8.0,12305.0,1.2198204,2166.0,1
491.0,6.0,9999.0,1.5,1623.0,3
75.0,9.0,10300.0,1.4524835,2765.0,1
146.0,9.0,13472.0,1.1095464,1987.0,1
175.0,6.0,12757.0,1.1716532,3210.0,1
76.0,7.0,10951.0,1.3618592,1188.0,3
20.0,6.0,10875.0,1.3706014,2623.0,1
246.0,2.0,14113.0,1.0526578,962.0,4
175.0,8.0,14143.0,1.0490652,491.0,4
22.0,12.0,12715.0,1.166869,823.0,4
26.0,10.0,14375.0,1.0320661,2820.0,1
21.0,5.0,14134.0,1.0485531,2821.0,1
28.0,11.0,13687.0,1.0821254,1672.0,4
96.0,8.0,14774.0,1.0012921,2758.0,1
373.0,15.0,14056.0,1.0467416,3002.0,1
388.0,9.0,13307.0,1.1037574,1935.0,0
269.0,7.0,14227.0,1.029482,2275.0,1
146.0,13.0,13130.0,1.1130769,428.0,4
448.0,13.0,10992.0,1.3285389,1872.0,3
109.0,5.0,10092.0,1.4466528,376.0,3
346.0,11.0,14222.0,1.0260723,593.0,0
44.0,4.0,13139.0,1.1089429,1416.0,4
108.0,10.0,10447.0,1.394361,2827.0,1
3.0,7.0,12115.0,1.2018275,1491.0,4
157.0,10.0,14251.0,1.0214988,1555.0,4
39.0,10.0,9870.0,1.4728166,1157.0,3
156.0,10.0,10116.0,1.4331228,593.0,3
37.0,10.0,10868.0,1.3314372,492.0,3
604.0,6.0,14454.0,1.0,2574.0,0
253.0,10.0,12088.0,1.192644,681.0,4
128.0,8.0,12267.0,1.1739936,564.0,4
47.0,8.0,11994.0,1.2003977,803.0,4
338.0,14.0,13040.0,1.1035353,2223.0,1
1.0,9.0,14216.0,1.0098804,553.0,4
115.0,7.0,10884.0,1.3166869,502.0,3
199.0,6.0,11398.0,1.2572179,880.0,3
58.0,11.0,12885.0,1.1073326,2504.0,1
458.0,7.0,12444.0,1.1414658,3288.0,1
325.0,6.0,12918.0,1.0955644,456.0,4
113.0,12.0,9886.0,1.4310064,2472.0,1
151.0,5.0,13215.0,1.07,454.0,4
160.0,12.0,9753.0,1.4496565,1020.0,3
71.0,11.0,13588.0,1.0380512,770.0,4
21.0,8.0,10737.0,1.3099842,860.0,3
5.0,9.0,11896.0,1.1815157,2385.0,1
128.0,7.0,9660.0,1.4545715,2882.0,1
9.0,13.0,13965.0,1.0061325,2305.0,1
136.0,5.0,13038.0,1.0773048,1362.0,4
599.0,14.0,14036.0,1.0,1303.0,0
115.0,10.0,11701.0,1.1990514,2470.0,1
344.0,12.0,14014.0,1.0,1070.0,0
9.0,19.0,13357.0,1.0475099,1647.0,4
98.0,5.0,10553.0,1.3252563,1293.0,3
186.0,9.0,13839.0,1.0103562,894.0,4
163.0,9.0,12610.0,1.103544,2433.0,1
550.0,5.0,9447.0,1.4726685,1755.0,3
290.0,6.0,9351.0,1.4867564,2472.0,3
456.0,8.0,9702.0,1.432684,738.0,3
298.0,9.0,9771.0,1.4193358,1196.0,3
63.0,15.0,9586.0,1.446112,1432.0,3
188.0,12.0,11445.0,1.2110083,2896.0,1
29.0,7.0,9630.0,1.4357009,2453.0,1
44.0,7.0,12516.0,1.1040788,458.0,4
30.0,12.0,12024.0,1.1479865,1187.0,4
7.0,8.0,9488.0,1.4541178,695.0,3
77.0,6.0,11445.0,1.2044072,580.0,4
8.0,6.0,9543.0,1.4408865,3095.0,1
265.0,6.0,9373.0,1.4663897,557.0,3
347.0,4.0,10572.0,1.3,895.0,3
173.0,11.0,10088.0,1.3621927,480.0,3
480.0,8.0,9156.0,1.5,1004.0,3
488.0,13.0,13730.0,1.0,2356.0,0
76.0,12.0,13562.0,1.0121,3096.0,1
16.0,10.0,13277.0,1.0329344,690.0,4
35.0,8.0,12291.0,1.115395,845.0,4
371.0,5.0,9512.0,1.441127,685.0,3
41.0,4.0,12513.0,1.0947303,820.0,4
13.0,11.0,11670.0,1.1733617,3243.0,1
253.0,4.0,9436.0,1.4496206,2879.0,1
352.0,12.0,12115.0,1.1289476,2362.0,1
3.0,11.0,12608.0,1.0839055,572.0,4
582.0,11.0,12350.0,1.104,805.0,0
84.0,7.0,11222.0,1.214885,446.0,4
25.0,5.0,9835.0,1.386,528.0,3
117.0,8.0,11255.0,1.2101493,2145.0,1
19.0,8.0,12236.0,1.1124028,2297.0,1
10.0,14.0,12111.0,1.1234927,2096.0,1
187.0,6.0,11310.0,1.2007816,2053.0,1
111.0,9.0,11576.0,1.1729941,492.0,4
63.0,7.0,10522.0,1.287318,2615.0,1
40.0,11.0,12591.0,1.0752919,2274.0,1
6.0,5.0,11386.0,1.1887274,1951.0,1
142.0,8.0,12200.0,1.1091926,1703.0,4
10.0,8.0,13472.0,1.0038242,2024.0,4
309.0,13.0,13505.0,1.0,2361.0,0
29.0,8.0,13382.0,1.0059177,434.0,4
88.0,12.0,12911.0,1.0420401,700.0,4
104.0,8.0,9050.0,1.4862763,3159.0,1
189.0,10.0,12963.0,1.0375291,1226.0,4
19.0,7.0,9517.0,1.4131376,2688.0,1
5.0,9.0,10184.0,1.3186578,492.0,3
110.0,4.0,10308.0,1.30221,3201.0,1
432.0,5.0,10752.0,1.2479539,1028.0,0
218.0,10.0,12899.0,1.0393604,2367.0,1
160.0,7.0,12410.0,1.0800564,1310.0,4
177.0,5.0,10584.0,1.2648782,2447.0,1
449.0,5.0,9176.0,1.4571273,2509.0,3
4.0,9.0,10247.0,1.3045223,1167.0,3
